mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_78733,CC1C2C3C1CC23C=O,4.54378,1.10998,1.02161,3.5064,81.86,-0.2424,-0.016,0.2264,1208.2211,0.159173,-385.857463,-385.849525,-385.848581,-385.8898,30.925
gdb_4628,N=C1OC=C(O1)C#C,6.80871,1.41319,1.17029,3.6122,64.28,-0.2259,-0.0368,0.1891,928.1399,0.071482,-397.379616,-397.373048,-397.372104,-397.410385,24.437
gdb_69876,CC12OC1C1NC21C#C,2.75695,1.64959,1.18825,2.9261,76.65,-0.2188,0.0175,0.2363,1033.7766,0.121495,-400.618095,-400.609957,-400.609012,-400.650394,31.74
gdb_43575,N=C1OC(C#N)C2CN12,3.37191,1.40105,1.14211,2.1756,67.56,-0.2785,-0.0117,0.2668,1027.9342,0.102324,-432.856674,-432.84946,-432.848516,-432.888858,26.789
gdb_65239,CC1(CO1)C1COC1=O,2.93901,1.22864,1.11172,2.2075,67.69,-0.273,0.0012,0.2742,1139.3909,0.134829,-458.96647,-458.958015,-458.957071,-459.000343,30.761
gdb_77058,OC1C(CC#C)CC1=O,3.05295,1.04484,0.89989,1.6847,74.31,-0.2551,-0.0337,0.2214,1297.1316,0.133017,-421.793116,-421.783838,-421.782894,-421.827673,33.796
gdb_12972,CC1OC2C(O)C12O,2.38496,2.29049,1.78787,1.1463,60.02,-0.23,0.0644,0.2945,829.7037,0.128744,-420.820429,-420.812585,-420.811641,-420.85201,29.926
gdb_133832,NC12C3C1C1=NC2CN31,4.15756,1.26461,1.10131,3.3411,82.98,-0.1965,-0.0365,0.1599,1091.8944,0.124947,-396.824879,-396.817474,-396.81653,-396.85683,28.605
gdb_12384,CC1COCOC1=O,2.85502,2.29086,1.49497,3.3955,60.48,-0.2659,0.0045,0.2704,852.5555,0.131534,-420.914026,-420.906661,-420.905717,-420.945952,26.908
gdb_16639,OC1C2CC2OC1=O,3.24121,2.41022,1.61169,3.1042,56.39,-0.27,-0.0065,0.2635,772.3636,0.107996,-419.695514,-419.688959,-419.688015,-419.726313,25.027
gdb_105577,COC1(COC1=O)C#C,2.04246,1.56741,1.33881,3.1679,67.4,-0.259,-0.0194,0.2396,1046.8525,0.109841,-457.728622,-457.719692,-457.718748,-457.762481,31.596
gdb_8439,CC12CN1CC2(C)C,2.70496,2.04756,1.74422,1.668,77.71,-0.2245,0.0782,0.3027,914.7076,0.187739,-329.095419,-329.086863,-329.085919,-329.127436,33.538
gdb_25733,NC(=[NH2+])C1=C([O-])N=CN1,2.87878,1.55452,1.01222,7.6262,75.42,-0.1926,-0.0302,0.1624,1091.617,0.11515,-450.182708,-450.174731,-450.173787,-450.214949,30.589
gdb_18529,COCC1CC2OC12,5.52869,1.12786,1.06709,1.0705,68.29,-0.2495,0.0892,0.3387,1150.9238,0.152829,-384.883858,-384.875834,-384.87489,-384.916872,28.977
gdb_37850,C1C2C3OC2C2OC3C12,2.68677,2.58431,1.97111,3.0809,68.54,-0.2265,0.039,0.2656,774.6306,0.140299,-421.779917,-421.774673,-421.773729,-421.80921,23.713
gdb_59392,CC(C)C1CC1(O)C#N,2.86824,0.99417,0.94493,3.7594,81.02,-0.2765,0.0157,0.2922,1368.6943,0.168607,-403.153879,-403.143802,-403.142857,-403.188747,37.207
gdb_38082,C1C2C=CC3N4CC23C14,2.46907,1.82038,1.5772,2.1868,84.96,-0.2311,-0.0516,0.1795,955.393,0.150113,-364.79469,-364.787559,-364.786615,-364.825922,28.992
gdb_104062,COC1(C)CC2OCC12,2.8089,1.3429,1.20764,2.2333,78.07,-0.2368,0.0771,0.3138,1149.8937,0.181407,-424.181818,-424.172883,-424.171939,-424.215305,34.101
gdb_121594,CCCOC(=O)C(=N)N,4.3954,0.72444,0.63,1.0143,75.65,-0.2447,-0.0322,0.2125,1779.6105,0.157926,-456.38822,-456.377911,-456.376967,-456.424771,36.182
gdb_7540,CC1CC1(O)CCO,4.78621,0.99493,0.95082,0.5147,71.65,-0.2503,0.0676,0.3179,1294.9376,0.174775,-386.12183,-386.112174,-386.11123,-386.156063,35.23
gdb_45551,N=C1NC2CCOC2O1,3.27604,1.5005,1.29312,3.7422,68.64,-0.2285,0.0645,0.293,1003.2717,0.139507,-455.18145,-455.174215,-455.17327,-455.213688,27.915
gdb_70111,CC12NC1C=CC2C#N,2.42135,1.67258,1.24361,5.2513,77.05,-0.2488,-0.01,0.2388,1041.9098,0.136895,-380.868319,-380.860386,-380.859442,-380.900677,30.459
gdb_85453,CC1OC(=O)OC11CC1,2.59987,1.57926,1.15452,5.21,68.53,-0.276,0.0446,0.3206,1078.7712,0.135641,-459.006753,-458.99878,-458.997836,-459.039586,30.163
gdb_31828,CNc1ccc(nc1)N,4.80953,1.00476,0.83825,1.9867,86.83,-0.1773,-0.0068,0.1705,1362.2748,0.150346,-398.187201,-398.178776,-398.177831,-398.219988,32.481
gdb_86315,CC(=O)C1C(O)CC1O,1.9824,1.65844,1.15885,1.8938,71.45,-0.2573,-0.0351,0.2222,1134.2243,0.157582,-460.170699,-460.161336,-460.160392,-460.205875,34.697
gdb_114909,CC1=CCC(CO)C1=O,2.82051,1.29928,0.93628,4.2586,78.85,-0.2469,-0.0507,0.1962,1258.0058,0.159281,-423.073519,-423.06456,-423.063616,-423.107553,33.039
gdb_90091,CC1CC23CC(C2C)C13,2.66132,1.43166,1.25954,0.3458,91.63,-0.2275,0.0794,0.3069,1163.1382,0.206266,-351.038453,-351.029948,-351.029004,-351.070919,34.591
gdb_89268,OC1CC2(O)C3CN3C12,2.4916,1.82556,1.33421,3.4507,70.71,-0.2201,0.0494,0.2695,984.3021,0.147007,-438.995101,-438.987145,-438.9862,-439.026931,31.936
gdb_113587,COC1CC11COCO1,2.73198,1.32882,1.10228,0.1805,72.05,-0.2225,0.0782,0.3006,1165.3871,0.158251,-460.124391,-460.115523,-460.114579,-460.158826,32.044
gdb_56321,CC(=O)NCCCC=O,4.87865,0.53924,0.527,3.7163,78.56,-0.2475,-0.0211,0.2264,2090.0116,0.168042,-440.334281,-440.323258,-440.322314,-440.373315,36.698
gdb_92272,CC1OC2CC=CC12O,2.24695,1.688,1.48222,2.2713,76.23,-0.2444,0.0034,0.2478,1020.2214,0.15914,-423.025371,-423.017196,-423.016251,-423.057677,32.224
gdb_49901,N=C1C(CN1C=O)C#C,3.732,1.06235,0.91183,4.251,75.64,-0.2591,-0.0332,0.2259,1244.7046,0.111561,-416.787657,-416.77909,-416.778146,-416.821453,30.606
gdb_43423,N=C1NC(=O)C(=O)C=C1,3.08778,1.50487,1.01177,3.3441,72.54,-0.2632,-0.1153,0.1478,1065.0584,0.091118,-452.809653,-452.802491,-452.801547,-452.841657,26.751
gdb_59915,CC(C)OC(=O)NC=O,4.38937,0.78954,0.72947,4.9841,72.02,-0.2616,-0.0162,0.2454,1578.202,0.1452,-476.295793,-476.285734,-476.28479,-476.331812,34.764
gdb_72494,CC12COC(C1)OCC2,2.61001,1.73466,1.45639,2.3613,76.53,-0.2491,0.0759,0.325,1006.8032,0.185428,-424.25098,-424.243417,-424.242473,-424.282364,31.285
gdb_42103,C1CCC2(C1)OCCO2,3.57152,1.24546,1.18096,0.8053,78.0,-0.2412,0.0881,0.3293,1157.148,0.184603,-424.250297,-424.242201,-424.241257,-424.28405,31.232
gdb_79527,CC1C2C3CC2OC1C3,2.94031,1.70613,1.61886,1.5765,80.32,-0.2342,0.0844,0.3186,965.7672,0.186277,-387.098182,-387.091284,-387.09034,-387.128986,29.53
gdb_118836,CCC1CC1(O)COC,4.62047,0.71323,0.68635,1.8004,84.3,-0.2405,0.0788,0.3193,1776.6566,0.203121,-425.405015,-425.394174,-425.393229,-425.441216,39.289
gdb_98314,CCC(=O)N(C)C=NC,4.04429,0.79758,0.67736,2.1137,87.12,-0.2371,-0.0078,0.2293,1710.8913,0.180282,-420.44834,-420.437421,-420.436476,-420.484999,37.784
gdb_127067,CCOCc1nnon1,4.2155,0.87944,0.79738,2.3907,67.35,-0.2775,-0.0759,0.2016,1429.1812,0.122701,-471.137508,-471.128867,-471.127923,-471.172591,29.661
gdb_30833,CCc1c(nc(o1)N)O,2.34953,1.37933,0.91707,2.0697,73.12,-0.1844,0.0362,0.2206,1267.0811,0.136159,-455.191896,-455.182835,-455.18189,-455.225833,33.36
gdb_119627,OCCC12CC1COC2,4.02301,0.88911,0.82152,1.1945,78.4,-0.249,0.076,0.325,1447.6993,0.183087,-424.212771,-424.203793,-424.202848,-424.246882,33.694
gdb_6385,CC(C[NH3+])CC([O-])=O,2.6713,1.51779,1.02958,6.757,68.16,-0.2365,0.037,0.2736,1146.1332,0.165854,-402.241357,-402.232461,-402.231517,-402.275118,32.411
gdb_103724,NC1(CO)CC1(N)C#N,2.30387,1.35371,1.00274,4.4934,73.26,-0.2401,0.026,0.2661,1202.4934,0.147272,-435.244257,-435.234514,-435.23357,-435.278364,36.341
gdb_80812,NC1C2NC1(C#N)C2N,1.99077,1.68736,1.23022,3.9485,75.27,-0.2386,0.0085,0.2471,1076.5659,0.138112,-414.115766,-414.10747,-414.106526,-414.148439,31.931
gdb_65950,NC1(CCC11CN1)C#N,2.15576,1.64379,1.33025,2.9877,76.3,-0.2551,0.0162,0.2713,1051.9269,0.148486,-398.095992,-398.087343,-398.086398,-398.129132,32.867
gdb_42809,O=C1C2CC1C(C2)C#C,3.92235,1.17802,1.14867,2.443,78.2,-0.2393,-0.0113,0.228,1104.4095,0.136517,-384.660099,-384.6525,-384.651555,-384.692154,29.924
gdb_19916,OCC1C2C3CC3C12,4.47895,1.46044,1.31801,1.1681,70.76,-0.2076,0.0765,0.2841,974.444,0.154174,-347.709334,-347.702014,-347.70107,-347.740962,28.791
gdb_46742,O=C1CNC2C3NC3C12,2.73653,1.83021,1.42416,3.4947,70.46,-0.2097,-0.0146,0.1951,935.9915,0.13849,-417.964811,-417.957849,-417.956905,-417.996257,27.885
gdb_7255,CC(C)C(=O)NC=N,4.42166,1.04409,0.99148,1.6471,73.22,-0.255,-0.017,0.2379,1254.3477,0.153165,-381.171065,-381.1618,-381.160856,-381.205838,32.536
gdb_31676,CNc1nc(co1)C=O,6.71199,0.87405,0.78001,4.9691,72.2,-0.2172,-0.0491,0.1681,1396.0626,0.112809,-453.986028,-453.977563,-453.976619,-454.01967,29.562
gdb_30706,CC1=C(C[NH3+])OC=C1[O-],2.57511,0.88057,0.66113,6.4586,92.18,-0.181,-0.1039,0.0772,1674.1444,0.140854,-439.061058,-439.04905,-439.048106,-439.10279,38.886
gdb_3108,C#CC12CC1CC2,5.83421,2.11363,1.83443,0.8024,68.7,-0.2301,0.0401,0.2702,723.9829,0.125016,-271.323089,-271.316622,-271.315678,-271.353031,25.23
gdb_5688,c1nc2c(o1)CCC2,4.67512,2.06546,1.4755,1.88,66.19,-0.2241,0.0071,0.2312,817.2307,0.122603,-362.699722,-362.693659,-362.692715,-362.730082,23.133
gdb_76741,CC1C(O)C2(C)OC12C,2.03216,1.80342,1.15081,2.1887,78.59,-0.2411,0.0794,0.3205,1156.0985,0.179742,-424.21098,-424.201064,-424.200119,-424.245055,37.281
gdb_90592,CC1C2C(O)CN2C1=O,2.21466,1.79096,1.33122,3.9266,72.01,-0.2361,0.0019,0.238,1023.6908,0.14758,-439.068526,-439.060098,-439.059154,-439.10165,31.584
gdb_1103,CC(C)(C(=O)N)O,3.38775,2.35583,1.99745,4.672,56.9,-0.24,0.0336,0.2736,738.2224,0.133636,-362.945802,-362.936966,-362.936022,-362.978979,31.741
gdb_74251,CC1=CC(C#N)N2CC12,3.26256,1.29916,1.07758,4.5716,78.34,-0.2417,-0.0068,0.2349,1138.7519,0.136615,-380.865899,-380.857894,-380.85695,-380.898471,30.255
gdb_7404,C(=O)(C(=N)N)C(=O)N,3.53237,1.74046,1.18375,2.5307,57.56,-0.2437,-0.0895,0.1542,938.0175,0.095362,-431.963077,-431.955071,-431.954127,-431.996125,29.019
gdb_56527,CC(O)(C#N)C(N)C#N,1.97383,1.61862,1.12829,5.2864,69.43,-0.2808,-0.0057,0.2751,1109.3359,0.122401,-434.077239,-434.067439,-434.066495,-434.111619,35.37
gdb_123173,COCCOCC1CN1,2.53897,0.97966,0.77678,3.1443,79.85,-0.2311,0.0825,0.3136,1543.2883,0.193155,-441.428082,-441.417705,-441.416761,-441.465292,36.019
gdb_126481,CCC1=NOC=CC1=N,2.58449,1.51892,0.96792,2.225,79.76,-0.238,-0.0455,0.1925,1191.4291,0.136253,-417.994591,-417.986386,-417.985442,-418.027768,30.723
gdb_81583,CC1C2CC1C2C1CO1,3.24308,1.21612,1.03872,1.466,83.12,-0.2606,0.0967,0.3573,1236.9383,0.183038,-387.010282,-387.002003,-387.001059,-387.043562,32.161
gdb_132886,OC1=CNC(=N)C(F)=N1,3.08667,1.44473,0.98411,1.9814,68.05,-0.1945,-0.0559,0.1386,1078.0476,0.090165,-494.065496,-494.058191,-494.057247,-494.097241,28.102
gdb_121923,COCCC(O)C(C)O,4.17181,0.62023,0.60013,1.9267,79.86,-0.2439,0.0604,0.3044,1969.0334,0.202444,-462.551963,-462.540443,-462.539499,-462.58933,40.697
gdb_4417,OC1=CC=NC(=N)O1,3.8819,2.10083,1.36313,3.0659,62.28,-0.2261,-0.0534,0.1727,818.0857,0.085329,-414.696069,-414.689769,-414.688824,-414.726735,23.719
gdb_40457,C1CC1C12CC3C1N3C2,3.94219,1.27501,1.19387,1.9731,81.63,-0.2311,0.0801,0.3111,1111.7783,0.172699,-365.928607,-365.92125,-365.920306,-365.960558,29.985
gdb_16892,CC1=CCC2OC2C1,3.79686,1.82175,1.38991,1.8059,73.43,-0.2332,0.0299,0.2631,930.7568,0.154812,-347.811619,-347.80437,-347.803426,-347.842915,28.133
gdb_132655,c1c(c(nc(n1)N)F)O,3.22557,1.42497,0.98885,0.9112,65.06,-0.2138,-0.0304,0.1834,1077.7676,0.090337,-494.096715,-494.08933,-494.088385,-494.128357,28.391
gdb_74657,CC1=NC2C3OC2C3O1,4.69996,1.40614,1.23565,1.6426,68.56,-0.2349,0.0059,0.2408,1000.9292,0.125321,-437.836117,-437.829318,-437.828373,-437.867254,26.907
gdb_114785,OCC1CC2CC3C1N23,3.09407,1.37591,1.24599,1.5233,76.41,-0.2349,0.0677,0.3026,1083.2939,0.173806,-403.110236,-403.102598,-403.101654,-403.142438,30.409
gdb_11065,CC12COC(C1)OC2,3.37888,2.25519,1.90563,2.5879,65.87,-0.2466,0.0757,0.3223,786.0981,0.156072,-384.953299,-384.946665,-384.945721,-384.983647,26.793
gdb_34543,N#CC1=NC2CC2CO1,4.11553,1.25533,1.05975,5.8093,73.5,-0.2607,-0.0521,0.2087,1095.1843,0.114481,-416.811135,-416.803871,-416.802927,-416.843052,27.393
gdb_27451,c1cc(nc(=O)nc1)N,2.59424,1.75685,1.18713,6.9379,72.5,-0.2448,-0.0827,0.1621,1000.0183,0.10299,-432.911927,-432.904613,-432.903669,-432.943601,27.989
gdb_105119,CCC1(CC1C#C)C#C,2.35355,1.20396,0.95441,0.464,90.44,-0.2379,0.0242,0.2621,1308.8778,0.1558,-348.681697,-348.671766,-348.670822,-348.71621,37.356
gdb_114486,OCC1CC2N=COC12,3.29159,1.25829,1.11476,1.7587,70.76,-0.2443,0.0182,0.2625,1123.2526,0.149175,-439.078255,-439.070291,-439.069347,-439.111644,29.681
gdb_85879,CC1CC(C)(O)C1C#C,1.99382,1.59529,1.15373,1.9588,84.95,-0.2454,0.0491,0.2945,1187.2826,0.179312,-387.05382,-387.043761,-387.042817,-387.087942,38.608
gdb_127734,Cc1c(nnn1C)CO,2.98223,1.28294,0.94728,4.0087,75.34,-0.2398,0.0034,0.2432,1237.649,0.147622,-435.271624,-435.262246,-435.261302,-435.306161,33.038
gdb_130039,c1c2c(n[nH]1)C(=NC2)N,3.3044,1.66945,1.11754,2.795,73.82,-0.2187,-0.0066,0.2122,1013.0279,0.11742,-413.019723,-413.012882,-413.011938,-413.050664,27.276
gdb_77816,CC1C2C(=O)CCC12C,2.22353,1.4558,1.28753,3.3506,83.01,-0.2309,-0.008,0.2229,1144.0365,0.182415,-387.123816,-387.114832,-387.113888,-387.157162,34.558
gdb_67218,CC12C3N1CC2C3(C)C,2.70249,1.62831,1.28946,1.7437,85.57,-0.2298,0.0849,0.3147,1099.0594,0.193559,-367.16022,-367.151372,-367.150427,-367.192833,35.199
gdb_57915,CC(O)C(=O)N1CCC1,3.16463,1.07239,0.89069,4.6929,77.24,-0.2456,0.0184,0.264,1354.5744,0.170355,-440.303608,-440.293969,-440.293025,-440.338846,34.445
gdb_25801,CC(=O)c1cnc([nH]1)O,4.26274,1.07113,0.86061,1.4924,72.24,-0.2254,-0.0405,0.1848,1266.5078,0.113215,-454.021213,-454.012883,-454.011939,-454.055102,29.968
gdb_79838,CC1C2C3OCC1C23O,2.6628,1.68042,1.43613,0.9868,73.75,-0.2192,0.0699,0.2891,993.78,0.159831,-422.989413,-422.981613,-422.980669,-423.021131,31.357
gdb_75850,CN1C(=N)CN=C1C#C,3.24181,1.37818,0.97882,1.3388,81.6,-0.2238,-0.0412,0.1826,1154.691,0.124067,-396.921982,-396.913198,-396.912254,-396.956196,31.493
gdb_123951,c1c2c(n[nH]1)OCCN2,3.53798,1.6354,1.15752,3.066,70.57,-0.1984,0.0286,0.227,1004.7782,0.129003,-434.074515,-434.067685,-434.066741,-434.105609,27.21
gdb_6920,CC1(CN1CC=O)C,4.73267,1.03575,0.97527,3.0664,73.29,-0.2372,-0.0217,0.2155,1249.2025,0.162061,-365.045767,-365.036473,-365.035529,-365.080175,33.157
gdb_108643,CCC1=C(C)CC2CC12,2.12541,1.47827,1.0034,0.1412,93.01,-0.2083,0.0317,0.24,1306.9003,0.206014,-351.171573,-351.162204,-351.16126,-351.205689,35.974
gdb_52602,CC#CC(C)(C)C#CC,2.03664,0.87501,0.71162,0.2717,97.08,-0.2367,0.0458,0.2825,1753.227,0.177805,-349.915986,-349.903901,-349.902957,-349.956113,40.97
gdb_59967,CC([NH3+])CC(C)C([O-])=O,2.35672,1.15669,0.87074,6.5533,78.63,-0.2386,0.0369,0.2756,1397.2122,0.193878,-441.531706,-441.521517,-441.520573,-441.567016,37.871
gdb_39638,C1CC(O1)C1=CCOC1,4.35476,0.98262,0.91733,2.4918,78.94,-0.2294,0.0052,0.2345,1322.5041,0.16001,-423.003718,-422.995384,-422.99444,-423.037945,29.978
gdb_56585,CC(C(N)C#N)C1CN1,2.95087,1.06038,0.84077,3.8016,79.19,-0.2572,0.0221,0.2793,1373.222,0.171265,-399.305989,-399.296199,-399.295255,-399.340702,35.994
gdb_107322,CC1C=CC2CC12CO,2.4621,1.53531,1.15677,1.4729,83.41,-0.2245,0.0228,0.2473,1140.6832,0.182713,-387.085283,-387.076408,-387.075464,-387.118519,34.534
gdb_82023,OC1C2OC2C1(O)C#N,2.65259,1.4825,1.33219,2.7539,61.71,-0.2711,-0.0002,0.2709,979.1231,0.098892,-473.776723,-473.768527,-473.767583,-473.809394,30.25
gdb_69025,NC12CC1(OC2=O)C#C,2.77089,1.41356,1.17791,3.4933,70.84,-0.2404,-0.0164,0.2239,1051.8544,0.099297,-436.639041,-436.630902,-436.629958,-436.671609,30.82
gdb_34133,C#CC12CN3C1C=CC23,2.96094,1.71406,1.37321,1.4094,79.46,-0.2261,-0.0181,0.208,956.0232,0.125012,-363.493372,-363.486533,-363.485589,-363.524378,28.154
gdb_7044,CC#CC(=O)NC=O,7.44734,0.87925,0.79029,6.6883,68.27,-0.2566,-0.0558,0.2008,1367.9699,0.093184,-398.620724,-398.611823,-398.610879,-398.65693,28.543
gdb_40921,C1CC2(C1)CC1OCC21,3.70654,1.24465,1.15726,1.7936,81.6,-0.2371,0.0757,0.3128,1150.1988,0.183749,-387.042306,-387.034489,-387.033545,-387.074915,30.951
gdb_6590,CC12CC(C1)(C2)C#C,5.99331,1.29239,1.29233,0.9144,80.59,-0.2546,0.0486,0.3032,1017.9936,0.153213,-310.597351,-310.589724,-310.588779,-310.6287,30.314
gdb_29948,Cc1ncn(c(=O)n1)C,3.38398,1.42456,1.01511,4.0932,74.46,-0.2578,-0.0537,0.204,1139.7374,0.125141,-434.14672,-434.138366,-434.137422,-434.180058,29.81
gdb_122933,CCCCCN(C)C=O,4.94405,0.50098,0.48292,4.0018,88.97,-0.2383,0.0336,0.2719,2351.3124,0.215841,-405.585906,-405.574469,-405.573525,-405.624149,39.488
gdb_20058,C1CC1C1OCC=C1,4.44616,1.58439,1.43647,1.4735,72.71,-0.2331,0.0185,0.2517,934.01,0.154718,-347.79041,-347.783105,-347.782161,-347.822393,27.667
gdb_118368,CN=CN(CCO)C=O,3.46657,0.83909,0.71447,4.6669,79.22,-0.2511,-0.0345,0.2166,1596.0008,0.157962,-456.363871,-456.353852,-456.352908,-456.399788,34.918
gdb_47803,O=C1CCCOC2CC12,2.15568,1.97543,1.2298,3.2869,75.45,-0.2416,-0.0152,0.2264,1047.547,0.160637,-423.032896,-423.025153,-423.024209,-423.065085,30.514
gdb_65035,CC1(CO1)C1(C)CCO1,2.48249,1.44205,1.31097,3.0556,77.34,-0.2409,0.0795,0.3204,1116.5194,0.180315,-424.194952,-424.185507,-424.184563,-424.229155,35.482
gdb_53432,CC#CC1CCCC1C,2.23431,1.11351,0.91774,0.1846,93.6,-0.2387,0.056,0.2947,1451.0961,0.205812,-351.157935,-351.147558,-351.146614,-351.196274,37.103
gdb_99965,CCC(C)(C)C(C)(C)O,2.17402,1.16643,1.13506,1.3767,91.32,-0.2597,0.065,0.3247,1360.5243,0.247916,-390.704043,-390.691826,-390.690882,-390.740822,46.381
gdb_68487,OC12CC(C1)CCCC2,2.53566,1.59317,1.21654,1.435,84.17,-0.2497,0.0793,0.3289,1122.2066,0.208815,-388.300639,-388.292613,-388.291668,-388.332332,33.944
gdb_32580,CCn1c(cnc1O)O,2.03555,1.85831,1.04835,1.8798,70.09,-0.1814,0.0597,0.241,1125.3858,0.136046,-455.184024,-455.174877,-455.173933,-455.218712,33.095
gdb_97120,CN=C1OCC1C(C)O,2.75922,1.11199,0.83816,1.5256,78.57,-0.2486,0.0282,0.2768,1400.494,0.16907,-440.280486,-440.270355,-440.269411,-440.316143,35.812
gdb_79768,CC1C2C3C4C(CN24)N13,2.99177,2.00514,1.80201,0.3894,77.08,-0.194,0.0684,0.2624,867.1378,0.162112,-381.950197,-381.9436,-381.942656,-381.981094,27.431
gdb_125323,Cc1cnn(c1)C(=O)N,4.3428,1.10276,0.88426,1.9033,74.22,-0.2446,-0.0168,0.2278,1268.9831,0.125359,-434.139581,-434.130918,-434.129973,-434.173516,30.96
gdb_26143,CN(C)c1c(nco1)O,2.66811,1.34998,1.096,0.9987,72.1,-0.2138,0.0056,0.2195,1156.9899,0.135527,-455.158619,-455.149696,-455.148751,-455.192732,32.096
gdb_109017,CCC1=CC2CC2(C)C1,3.33734,1.05982,0.91225,0.2753,92.41,-0.214,0.0279,0.2419,1409.5427,0.205859,-351.170384,-351.161124,-351.16018,-351.204222,36.086
gdb_118229,COCC(C)OC(C)C,2.03972,1.02138,0.74898,0.9567,87.42,-0.2394,0.0879,0.3272,1661.5095,0.224692,-426.620501,-426.608512,-426.607568,-426.658685,42.226
gdb_96932,CN=C1OC2C(O)C12O,2.52885,1.38132,1.12275,0.8586,68.43,-0.2408,0.0117,0.2525,1131.1322,0.121734,-474.966792,-474.957831,-474.956887,-475.00047,32.614
gdb_94011,CC1CCC(C=O)C=C1,3.295,1.00071,0.91613,3.0637,85.92,-0.2366,-0.0269,0.2097,1368.5381,0.182822,-387.122744,-387.113734,-387.11279,-387.156989,33.888
gdb_67673,CC12C3COC(C13)C2=O,2.62593,1.86145,1.36337,3.9493,71.97,-0.2253,-0.0045,0.2208,968.1254,0.136405,-421.820724,-421.813185,-421.812241,-421.852663,28.956
gdb_101262,CC(CO)C1NC1C#C,3.07357,0.91866,0.80658,1.4014,81.7,-0.246,0.0317,0.2777,1461.981,0.168822,-403.077792,-403.067669,-403.066725,-403.113405,37.213
gdb_84814,CC1C=CCN1CC#N,2.45038,1.31053,1.07684,3.2553,80.95,-0.2253,0.0107,0.2361,1198.6298,0.159545,-382.082754,-382.073886,-382.072942,-382.116777,32.684
gdb_107834,OCC12CC3C1N3CC2,3.28002,1.41846,1.24321,2.1281,77.51,-0.2334,0.0697,0.3031,1068.32,0.172848,-403.106977,-403.099221,-403.098277,-403.139063,31.003
gdb_44902,O=C1OC2CC1C2C#C,4.34893,1.18005,1.11917,3.9881,71.62,-0.2642,-0.0055,0.2588,1078.7828,0.113101,-420.60395,-420.596857,-420.595913,-420.635471,27.906
gdb_23165,CCC1C(C)CC1=NO,1.86512,1.35728,0.84994,0.9001,86.7,-0.2395,0.0091,0.2487,1424.1912,0.192154,-404.307855,-404.297585,-404.29664,-404.343616,37.841
gdb_84475,CC1C=CC2(NC12)C=O,3.93675,1.18594,1.02517,2.8912,79.65,-0.247,-0.0302,0.2168,1183.0411,0.14763,-401.944255,-401.936124,-401.93518,-401.97687,31.111
gdb_37407,C1C2C1C1CC3OC1C23,3.50694,1.77281,1.66451,1.7187,76.12,-0.2373,0.0828,0.3201,885.6859,0.163682,-385.846905,-385.841032,-385.840088,-385.876738,26.433
gdb_87218,CN1CC1(C)CN1CC1,2.84279,1.0755,0.98808,0.579,87.05,-0.2213,0.0912,0.3125,1362.3461,0.204353,-384.408363,-384.39837,-384.397426,-384.443384,37.286
gdb_124343,CC(=O)n1c(ncn1)O,2.87083,1.71461,1.08058,2.9264,64.92,-0.2606,-0.0585,0.202,1030.2017,0.101884,-470.069101,-470.061527,-470.060582,-470.101604,27.378
gdb_44097,O=C1OC23CCC2NC13,3.87393,1.47055,1.21897,5.111,68.27,-0.2368,-0.0019,0.2349,999.3204,0.125742,-437.855678,-437.848829,-437.847885,-437.886891,27.215
gdb_133009,CN=C1NC(F)=NC=N1,3.95043,1.16908,0.90716,1.0503,70.04,-0.2347,-0.0546,0.1802,1191.1679,0.102019,-474.194593,-474.186908,-474.185964,-474.227367,27.54
gdb_5962,CC(O)(CCO)C#N,3.42237,1.16268,1.05955,4.1347,64.85,-0.2779,0.017,0.2949,1152.6735,0.139437,-401.004043,-400.994472,-400.993528,-401.038317,33.818
gdb_130163,c1c(=O)c(n[nH]c1O)N,3.31227,1.3983,0.98379,5.1072,69.75,-0.2065,-0.0189,0.1876,1101.306,0.101908,-470.04176,-470.033555,-470.032611,-470.074311,30.79
gdb_8600,CN1CC23CC(O2)C13,4.95679,1.77166,1.67382,2.4842,70.65,-0.2068,0.0638,0.2705,838.4504,0.141264,-363.702624,-363.695919,-363.694974,-363.733052,26.888
gdb_60385,CC(O)CCC1(C)CO1,3.27525,0.7642,0.69153,1.3334,82.39,-0.2588,0.073,0.3318,1730.339,0.202775,-425.415729,-425.404956,-425.404012,-425.452205,39.499
gdb_76810,CC1C(O)C23CC(O2)C13,2.76346,1.67457,1.38524,2.1676,76.26,-0.2369,0.0588,0.2957,1003.5138,0.158603,-422.897815,-422.889999,-422.889055,-422.929622,31.65
gdb_114737,CCC1CC2CC2C1O,2.87167,1.22285,0.98552,1.4314,84.63,-0.2538,0.068,0.3218,1304.4219,0.206913,-388.290812,-388.281727,-388.280783,-388.324534,35.604
gdb_113855,CCN1CC1C1CCO1,3.57792,0.97859,0.88668,2.1251,83.24,-0.2174,0.0763,0.2937,1424.842,0.193924,-404.296432,-404.28698,-404.286036,-404.331614,34.466
gdb_1773,NC1CC1(O)C#N,4.95085,1.9336,1.76197,3.3204,56.15,-0.242,0.0117,0.2537,732.5348,0.10149,-340.618148,-340.610936,-340.609992,-340.648992,26.318
